 ,CASE NUMBER,DATE RECEIVED,ACCOUNT NAME,ACCOUNT DBA NAME,NAICS CODE,CASE STATUS,CLAIM AMOUNT,AMOUNT ASSESSED,PAYMENTS RECEIVED
,2018-0380,2018-11-13,OATLEY'S FAMILY RESTAURANT                                  ,OATLEY'S FAMILY RESTAURANT                                  ,,CLOSED,101,101,101
,2018-0381,2018-11-13,PERSERVE AT BOULDER HILLS                                   ,PERSERVE AT BOULDER HILLS                                   ,,CLOSED,101718,0,0
,2018-0394,2018-11-28,LAFORGE CASINO RESTAURANT                                   ,LAFORGE CASINO RESTAURANT                                   ,,CLOSED,132.11,199.04,199.04
,2018-0400,2018-12-04,AFFILIATED INSURANCE MANAGER                                ,AFFILIATED INSURANCE MANAGER                                ,,CLOSED,432.87,0,0
,2018-0407,2018-12-11,COSTA COMPANIES INC                                         ,COSTA COMPANIES INC                                         ,,CLOSED,1600,5180,5180
,2018-0410,2018-12-12,DIFRUSCIA INDUSTRIES INC                                    ,DIFRUSCIA INDUSTRIES INC                                    ,,CLOSED,47.5,710.13,710.13
,2018-0412,2018-12-14,TWIGGS AUTOMOTIVE SERVICE INC                               ,TWIGGS AUTOMOTIVE SERVICE INC                               ,,CLOSED,280,1375,730.63
,2018-0415,2018-12-17,DALE CONSTRUCTION                                           ,DALE CONSTRUCTION                                           ,,CLOSED,1360,1720.4,0
,2018-0416,2018-12-17,DALE CONSTRUCTION                                           ,DALE CONSTRUCTION                                           ,,CLOSED,1280,1472,0
,2018-0417,2018-12-17,NLD CONSTRUCTION                                            ,NLD CONSTRUCTION                                            ,,CLOSED,793,3911.95,3319.8
,2018-0420,2018-12-19,COSTA COMPANY INC                                           ,COSTA COMPANY INC                                           ,,CLOSED,1333.14,3078.21,3078.21
,2019-0001,2019-01-03,H.W. STAFFING                                               ,H.W. STAFFING                                               ,,CLOSED,572,0,0
,2019-0002,2019-01-03,VERISSIMO PLASTERING & DRYWALL                              ,VERISSIMO PLASTERING & DRYWALL                              ,,CLOSED,3200,3944,2560
,2019-0008,2019-01-09,GOFIXIT                                                     ,GOFIXIT                                                     ,,CLOSED,4108,4724.2,4724.2
,2019-0011,2019-01-14,MCKENDALL & ASSOCIATES                                      ,MCKENDALL & ASSOCIATES                                      ,,CLOSED,4200,4830,4200
,2019-0014,2019-01-17,SCOTT VOLKSWAGEN                                            ,SCOTT VOLKSWAGEN                                            ,,CLOSED,1307,1503.84,1503.84
,2019-0015,2019-01-17,CHECK POINT SOFTWARE                                        ,CHECK POINT SOFTWARE                                        ,,CLOSED,18500,21275,18500
,2019-0021,2019-01-24,CASTER CPA'S INC                                            ,CASTER CPA'S INC                                            ,,CLOSED,168,200.5,200.5
,2019-0022,2019-01-25,MANNY'S TRUCKING LLC                                        ,MANNY'S TRUCKING LLC                                        ,,CLOSED,900,1035,1035
,2019-0023,2019-01-28,EAST COMMERCE SOLUTIONS                                     ,EAST COMMERCE SOLUTIONS                                     ,,CLOSED,1200,1173,1173
,2019-0029,2019-01-31,TADEUSZ SZTYKOWSKI INC                                      ,TADEUSZ SZTYKOWSKI INC                                      ,,CLOSED,950,628.19,628.19
,2019-0032,2019-02-01,UPS                                                         ,UPS                                                         ,,CLOSED,70,67.37,67.37
,2019-0033,2019-02-01,JE CATERING                                                 ,JE CATERING                                                 ,,CLOSED,102.5,115.5,115.5
,2019-0037,2019-02-05,NTT DATA                                                    ,NTT DATA                                                    ,,CLOSED,580,147.9,147.9
,2019-0043,2019-02-11,DOLLAR GENERAL                                              ,DOLLAR GENERAL                                              ,,CLOSED,532,0,0
,2019-0047,2019-02-12,RI GLASS CO  NHJ INC                                        ,RI GLASS CO  NHJ INC                                        ,,CLOSED,400,469.2,0
,2019-0048,2019-02-12,RHODE ISLAND GLASS CO (NHJ INC)                             ,RHODE ISLAND GLASS CO (NHJ INC)                             ,,CLOSED,740,1702,0
,2019-0050,2019-02-12,RHODE ISLAND GLASS CO (NHJ INC)                             ,RHODE ISLAND GLASS CO (NHJ INC)                             ,,CLOSED,196,450.8,0
,2019-0052,2019-02-13,NORAD INC                                                   ,NORAD INC                                                   ,,CLOSED,624,643.89,643.89
,2019-0053,2019-02-13,CUSHMAN & WAKEFIELD                                         ,CUSHMAN & WAKEFIELD                                         ,,CLOSED,3777.4,0,0
,2019-0059,2019-02-19,RHODE ISLAND GLASS CO INC                                   ,RHODE ISLAND GLASS CO INC                                   ,,CLOSED,1311.84,0,0
,2019-0062,2019-02-20,SKYLINE AT WATERPLACE                                       ,SKYLINE AT WATERPLACE                                       ,,CLOSED,7350,0,0
,2019-0063,2019-02-20,UNITED PARCEL SERVICE                                       ,UNITED PARCEL SERVICE                                       ,,CLOSED,8678.4,9980.16,18658.56
,2019-0064,2019-02-21,FILLIPOU'S TWISTED PIZZA EXETER                             ,FILLIPOU'S TWISTED PIZZA EXETER                             ,,CLOSED,100,0,0
,2019-0065,2019-02-21,RYCOR SERVICES                                              ,RYCOR SERVICES                                              ,,CLOSED,2240.56,6582.85,6582.85
,2019-0068,2019-02-25,NEW ENGLAND MOTOR FREIGHT                                   ,NEW ENGLAND MOTOR FREIGHT                                   ,,CLOSED,3860.52,0,0
,2019-0075,2019-02-27,SQUADLOCKER INC                                             ,SQUADLOCKER INC                                             ,,CLOSED,156.33,0,0
,2019-0078,2019-03-05,4 SEASON ASSISTANCE LIVING                                  ,4 SEASON ASSISTANCE LIVING                                  ,,CLOSED,211.43,0,0
,2019-0079,2019-03-05,CASA VALLARTA                                               ,CASA VALLARTA                                               ,,CLOSED,1166,0,0
,2019-0080,2019-03-05,MIKES PROFESSIONAL TREE/MULCH N MORE                        ,MIKES PROFESSIONAL TREE/MULCH N MORE                        ,,CLOSED,525,0,0
,2019-0083,2019-03-11,BIG TONY'S PIZZA                                            ,BIG TONY'S PIZZA                                            ,,CLOSED,4385.34,1788.48,1788.48
,2019-0084,2019-03-11,OCEAN STATE JOB LOT                                         ,OCEAN STATE JOB LOT                                         ,,CLOSED,1880,0,0
,2019-0096,2019-03-17,ANCHOR COUNSELING CENTER                                    ,ANCHOR COUNSELING CENTER                                    ,,CLOSED,60000,457.26,0
,2019-0091,2019-03-19,AQUA SCIENCE                                                ,AQUA SCIENCE                                                ,,CLOSED,790,0,0
,2019-0093,2019-03-19,RHODE ISLAND ANIMAL MEDICAL CTR                             ,RHODE ISLAND ANIMAL MEDICAL CTR                             ,,CLOSED,397.62,0,457.26
,2019-0094,2019-03-19,CELLAR DOOR COMPANY                                         ,CELLAR DOOR COMPANY                                         ,,CLOSED,120,138,138
,2019-0099,2019-03-21,TWIN RIVER TIVETON CASINO HOTEL                             ,TWIN RIVER TIVETON CASINO HOTEL                             ,,CLOSED,744.5,96.6,96.6
,2019-0100,2019-03-22,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,735,845.25,845.25
,2019-0101,2019-03-25,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,787.5,905.62,905.62
,2019-0107,2019-03-27,AUTO PARTS INTERNATIONAL                                    ,AUTO PARTS INTERNATIONAL                                    ,,CLOSED,286.13,193.2,386.4
,2019-0110,2019-03-28,IQBAL & SONS INC                                            ,IQBAL & SONS INC                                            ,,CLOSED,157.5,0,0
,2019-0114,2019-04-01,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,603.75,603.75
,2019-0116,2019-04-04,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,603.75,603.75
,2019-0117,2019-04-04,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,524.01,603.75,603.75
,2019-0118,2019-04-04,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,524.01,603.75,603.75
,2019-0122,2019-04-08,EMSI                                                        ,EMSI                                                        ,,CLOSED,1413.36,0,0
,2019-0123,2019-04-08,BMG CONSULTING INC                                          ,BMG CONSULTING INC                                          ,,CLOSED,329.19,0,0
,2019-0124,2019-04-08,EASTLAND ELECTRIC INC                                       ,EASTLAND ELECTRIC INC                                       ,,CLOSED,4080,638.46,638.46
,2019-0125,2019-04-08,VICTORIA COURT PACIFICA SENIOR LIVING                       ,VICTORIA COURT PACIFICA SENIOR LIVING                       ,,CLOSED,1642.5,0,0
,2019-0127,2019-04-09,SUBWAY                                                      ,SUBWAY                                                      ,,CLOSED,192,28.92,170.92
,2019-0130,2019-04-10,ASSOCIATES IN PRIMARY CARE MEDICINE                         ,ASSOCIATES IN PRIMARY CARE MEDICINE                         ,,CLOSED,300,0,0
,2019-0134,2019-04-11,ENERGY SOURCE LLC                                           ,ENERGY SOURCE LLC                                           ,,CLOSED,62000,37500,37500
,2019-0135,2019-04-11,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,603.75,603.75
,2019-0139,2019-04-12,L C TAXI INC                                                ,L C TAXI INC                                                ,,CLOSED,3000,3450,3450
,2019-0140,2019-04-12,SMITHFIELD PEDIATRICS                                       ,SMITHFIELD PEDIATRICS                                       ,,CLOSED,465.2,0,0
,2019-0141,2019-04-15,NEUROPERFORMANCE GROUP                                      ,NEUROPERFORMANCE GROUP                                      ,,CLOSED,2000,2273.25,2273.25
,2019-0143,2019-04-15,FAMILY SERVICE OF RI - PROVIDENCE                           ,FAMILY SERVICE OF RI - PROVIDENCE                           ,,CLOSED,1302,1523.9,1523.9
,2019-0148,2019-04-19,CVS                                                         ,CVS                                                         ,,CLOSED,454.94,0,508.02
,2019-0147,2019-04-23,NARDUCCI TILE                                               ,NARDUCCI TILE                                               ,,CLOSED,2112,0,0
,2019-0151,2019-04-23,THE SALVATION ARMY                                          ,THE SALVATION ARMY                                          ,,CLOSED,250,0,0
,2019-0152,2019-04-24,ADVANCE AUTO PARTS                                          ,ADVANCE AUTO PARTS                                          ,,CLOSED,9983.82,0,0
,2019-0153,2019-04-25,BUSYSEED INC                                                ,BUSYSEED INC                                                ,,CLOSED,340,391,391
,2019-0154,2019-04-25,THE GRODEN NETWORK                                          ,THE GRODEN NETWORK                                          ,,CLOSED,208,0,0
,2019-0155,2019-04-26,ESSENTIAL INNOVATIONS INC                                   ,ESSENTIAL INNOVATIONS INC                                   ,,CLOSED,315,0,0
,2019-0156,2019-04-26,WESTBAY COMMUNITY ACTION                                    ,WESTBAY COMMUNITY ACTION                                    ,,CLOSED,1300,0,0
,2019-0162,2019-04-29,MILLER CHIROPRACTIC                                         ,MILLER CHIROPRACTIC                                         ,,CLOSED,125,0,0
,2019-0163,2019-04-29,ROGUE ISLAND                                                ,ROGUE ISLAND                                                ,,CLOSED,96,0,0
,2019-0166,2019-05-02,IMAGOS FILMS                                                ,IMAGOS FILMS                                                ,,CLOSED,234,0,0
,2019-0167,2019-05-02,WEEKAPAUG INN                                               ,WEEKAPAUG INN                                               ,,CLOSED,655.5,753.82,753.82
,2019-0169,2019-05-03,CT GAS                                                      ,CT GAS                                                      ,,CLOSED,1522,0,0
,2019-0170,2019-05-03,ASCIOLLA FAMILY DENTISTRY INC                               ,ASCIOLLA FAMILY DENTISTRY INC                               ,,CLOSED,9966.97,0,0
,2019-0173,2019-05-06,TRUCKER'S AMERICA CORPORATION                               ,TRUCKER'S AMERICA CORPORATION                               ,,CLOSED,1406.6,0,0
,2019-0177,2019-05-08,NEIGHBORHOOD HEALTH PLAN OF RI                              ,NEIGHBORHOOD HEALTH PLAN OF RI                              ,,CLOSED,5769.79,6635.26,6635.26
,2019-0179,2019-05-08,PETRODRIVER TRANSPORTATION                                  ,PETRODRIVER TRANSPORTATION                                  ,,CLOSED,20000,4320.65,4320.65
,2019-0182,2019-05-13,THE MILITARY ORDER OF THE PURPLE HRT                        ,THE MILITARY ORDER OF THE PURPLE HRT                        ,,CLOSED,702,105.3,807.3
,2019-0186,2019-05-16,AJ BROSCO                                                   ,AJ BROSCO                                                   ,,CLOSED,320,0,0
,2019-0188,2019-05-17,KENNETH CASTELLUCCI & ASSOCIATES INC                        ,KENNETH CASTELLUCCI & ASSOCIATES INC                        ,,CLOSED,8077.2,0,0
,2019-0189,2019-05-17,SHERATON PROVIDENCE AIRPORT HOTEL                           ,SHERATON PROVIDENCE AIRPORT HOTEL                           ,,CLOSED,163.8,0,0
,2019-0190,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,262.5,0,0
,2019-0191,2019-05-17,M & M CLEANING OF MA LLC                                    ,M & M CLEANING OF MA LLC                                    ,,CLOSED,787.5,0,0
,2019-0192,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,914,0,0
,2019-0193,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,0,0
,2019-0194,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,840,966,966
,2019-0195,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,840,966,966
,2019-0196,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,840,966,966
,2019-0197,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,840,966,966
,2019-0198,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,840,966,966
,2019-0199,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,840,966,966
,2019-0200,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,1040,1196,1196
,2019-0201,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,603.75,603.75
,2019-0202,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,0,0
,2019-0203,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,630,724.5,724.5
,2019-0204,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,630,724.5,724.5
,2019-0205,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,262.5,301.87,301.87
,2019-0206,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,914,1052.25,1052.25
,2019-0207,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,603.75,603.75
,2019-0208,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,603.75,603.75
,2019-0209,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,787.5,905.63,905.63
,2019-0210,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,787.5,905.93,905.93
,2019-0211,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,603.75,603.75
,2019-0212,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,840,966,966
,2019-0213,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,840,966,966
,2019-0214,2019-05-17,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,840,966,966
,2019-0227,2019-05-28,EATON                                                       ,EATON                                                       ,,CLOSED,684.38,787.04,1237.04
,2019-0229,2019-05-28,CSL PLASMA                                                  ,CSL PLASMA                                                  ,,CLOSED,938,2156.25,2156.25
,2019-0245,2019-06-04,DEAN MACHINE INC                                            ,DEAN MACHINE INC                                            ,,CLOSED,3692.8,2594.04,2594.04
,2019-0247,2019-06-05,"HAMEL,WAXLER,ALLEN & COLLINS                                ","HAMEL,WAXLER,ALLEN & COLLINS                                ",,CLOSED,1386.59,0,0
,2019-0255,2019-06-10,CSC PAYMASTER INC                                           ,CSC PAYMASTER INC                                           ,,CLOSED,17600,10925,10925
,2019-0252,2019-06-11,HERB CHAMBERS LINCOLN                                       ,HERB CHAMBERS LINCOLN                                       ,,CLOSED,2601,0,0
,2019-0256,2019-06-13,HAMPTON INN & SUITES                                        ,HAMPTON INN & SUITES                                        ,,CLOSED,920.8,1306.71,1270.71
,2019-0258,2019-06-13,HERITAGE HEALTH PRO                                         ,HERITAGE HEALTH PRO                                         ,,CLOSED,10000,0,0
,2019-0260,2019-06-14,SOUTHWEST AIRLINES CO                                       ,SOUTHWEST AIRLINES CO                                       ,,CLOSED,2422.85,0,0
,2019-0261,2019-06-17,AV CONSULTING INC                                           ,AV CONSULTING INC                                           ,,CLOSED,182.5,600.16,0
,2019-0265,2019-06-20,DUNKIN DONUTS                                               ,DUNKIN DONUTS                                               ,,CLOSED,262.5,0,0
,2019-0266,2019-06-20,ROGER WILLIAMS MEDICAL CENTER                               ,ROGER WILLIAMS MEDICAL CENTER                               ,,CLOSED,256,0,0
,2019-0268,2019-06-21,NOURIA ENERGY CORPORATION                                   ,NOURIA ENERGY CORPORATION                                   ,,CLOSED,13382,0,0
,2019-0269,2019-06-21,NOURIA ENERGY CORPORATION                                   ,NOURIA ENERGY CORPORATION                                   ,,CLOSED,5054,0,0
,2019-0270,2019-06-21,MAN UP                                                      ,MAN UP                                                      ,,CLOSED,547.92,0,0
,2019-0271,2019-06-21,FT ADAMS TRUST                                              ,FT ADAMS TRUST                                              ,,CLOSED,537.63,0,0
,2019-0273,2019-06-24,ACEVEDO TRANSPORT                                           ,ACEVEDO TRANSPORT                                           ,,CLOSED,300,0,0
,2019-0278,2019-06-25,SANDY'S TOWING LLC                                          ,SANDY'S TOWING LLC                                          ,,CLOSED,400,279.54,522.42
,2019-0280,2019-06-25,RUDRAH HOSPITALITY/KRISHNER CONST.                          ,RUDRAH HOSPITALITY/KRISHNER CONST.                          ,,CLOSED,52941.66,0,0
,2019-0283,2019-06-27,OUTLIER MARKETING GROUP                                     ,OUTLIER MARKETING GROUP                                     ,,CLOSED,1295,1509.38,1509.38
,2019-0284,2019-06-27,DEAN MACHINE INC.                                           ,DEAN MACHINE INC.                                           ,,CLOSED,1619.7,3377.55,3377.55
,2019-0285,2019-06-28,NATIONAL GRID                                               ,NATIONAL GRID                                               ,,CLOSED,790.31,1048.78,1048.78
,2019-0287,2019-06-28,NATIONAL GRID                                               ,NATIONAL GRID                                               ,,CLOSED,790.31,908.87,908.87
,2019-0288,2019-06-28,NATIONAL GRID                                               ,NATIONAL GRID                                               ,,CLOSED,773.21,1029.12,1029.12
,2019-0292,2019-07-01,BLESSED SACRAMENT SCHOOL                                    ,BLESSED SACRAMENT SCHOOL                                    ,,CLOSED,441.7,846.59,846.59
,2019-0293,2019-07-01,AMERICAN SURPLUS INC                                        ,AMERICAN SURPLUS INC                                        ,,CLOSED,3440,3956,3956
,2019-0296,2019-07-02,SUBWAY                                                      ,SUBWAY                                                      ,,CLOSED,438.66,205.92,205.92
,2019-0297,2019-07-02,TRUCKERS AMERICA                                            ,TRUCKERS AMERICA                                            ,,CLOSED,4844.5,0,0
,2019-0299,2019-07-02,DEAN MACHINE INC                                            ,DEAN MACHINE INC                                            ,,CLOSED,1527,3146.4,3146.4
,2019-0300,2019-07-02,HERB CHAMBERS CADILLAC                                      ,HERB CHAMBERS CADILLAC                                      ,,CLOSED,5427.91,1067.1,1067.1
,2019-0295,2019-07-03,BELLA VILLA ASSISTED LIVING                                 ,BELLA VILLA ASSISTED LIVING                                 ,,CLOSED,943.5,1085.03,1085.03
,2019-0304,2019-07-03,MOTEL 6                                                     ,MOTEL 6                                                     ,,CLOSED,346,341.5,341.5
,2019-0305,2019-07-03,AXION BUSINESS TECHNOLOGIES                                 ,AXION BUSINESS TECHNOLOGIES                                 ,,CLOSED,1450.23,0,0
,2019-0301,2019-07-08,FAMILY TREE SERVICE                                         ,FAMILY TREE SERVICE                                         ,,CLOSED,6480,1500,1500
,2019-0302,2019-07-08,DEAN MACHINE INC                                            ,DEAN MACHINE INC                                            ,,CLOSED,5772,6424.77,6424.77
,2019-0303,2019-07-08,DEAN MACHINE INC                                            ,DEAN MACHINE INC                                            ,,CLOSED,3895,338.25,2593.25
,2019-0307,2019-07-09,OTHER SIDE LANDSCAPING INC                                  ,OTHER SIDE LANDSCAPING INC                                  ,,CLOSED,433.5,498.53,498.53
,2019-0308,2019-07-09,DEAN MACHINE                                                ,DEAN MACHINE                                                ,,CLOSED,3525,3795,3795
,2019-0317,2019-07-11,STERALOIDS INC                                              ,STERALOIDS INC                                              ,,CLOSED,5289,0,0
,2019-0316,2019-07-12,C C BUSINESS CORPORATION                                    ,C C BUSINESS CORPORATION                                    ,,CLOSED,100,115,115
,2019-0318,2019-07-12,RGD LAUNDRY INC                                             ,RGD LAUNDRY INC                                             ,,CLOSED,912,552,552
,2019-0319,2019-07-12,RI DEPARTMENT OF CORRECTIONS                                ,RI DEPARTMENT OF CORRECTIONS                                ,,CLOSED,261.75,0,0
,2019-0320,2019-07-12,OVER EASY DINER                                             ,OVER EASY DINER                                             ,,CLOSED,14635,5175,5175
,2019-0321,2019-07-15,DEAN MACHINE                                                ,DEAN MACHINE                                                ,,CLOSED,3786,4353.9,4353.9
,2019-0322,2019-07-15,MOTEL 6                                                     ,MOTEL 6                                                     ,,CLOSED,120,138,138
,2019-0323,2019-07-15,LINN HEALTHCARE CENTER                                      ,LINN HEALTHCARE CENTER                                      ,,CLOSED,360,0,0
,2019-0324,2019-07-15,AVALON NURSING HOME INC                                     ,AVALON NURSING HOME INC                                     ,,CLOSED,580,667,667
,2019-0327,2019-07-16,TRUCKERS AMERICA                                            ,TRUCKERS AMERICA                                            ,,CLOSED,3200,0,0
,2019-0330,2019-07-18,PROSPECT HOLDINGS/CHARTERCARE/FATIMA HOSP                   ,PROSPECT HOLDINGS/CHARTERCARE/FATIMA HOSP                   ,,CLOSED,255,0,0
,2019-0333,2019-07-19,THE G SPOT SALON                                            ,THE G SPOT SALON                                            ,,CLOSED,222.2,255.53,255.53
,2019-0336,2019-07-19,FLUID SENSE                                                 ,FLUID SENSE                                                 ,,CLOSED,337.5,388.13,388.13
,2019-0337,2019-07-19,MILESTONE DENTAL CARE                                       ,MILESTONE DENTAL CARE                                       ,,CLOSED,565,0,1261.08
,2019-0338,2019-07-22,DEAN MACHINE                                                ,DEAN MACHINE                                                ,,CLOSED,5697,596.58,4573.78
,2019-0339,2019-07-22,WHITE HORSE VAPOR                                           ,WHITE HORSE VAPOR                                           ,,CLOSED,2718.9,0,0
,2019-0340,2019-07-22,SHANNON MOTORS                                              ,SHANNON MOTORS                                              ,,CLOSED,700,0,0
,2019-0344,2019-07-29,ENERGY SOURCE LLC                                           ,ENERGY SOURCE LLC                                           ,,CLOSED,9304.79,11630.99,11630.99
,2019-0346,2019-07-30,NEWPORT CHRYSLER DODGE JEEP RAM                             ,NEWPORT CHRYSLER DODGE JEEP RAM                             ,,CLOSED,1300,1495,1495
,2019-0347,2019-07-31,PROVIDENCE BAGEL                                            ,PROVIDENCE BAGEL                                            ,,CLOSED,345.68,0,0
,2019-0348,2019-07-31,RI METALS                                                   ,RI METALS                                                   ,,CLOSED,2048,0,1040
,2019-0349,2019-08-01,NARRAGANSETT ENGINEERING INC                                ,NARRAGANSETT ENGINEERING INC                                ,,CLOSED,3600,828,828
,2019-0350,2019-08-02,G MEDIA STUDIOS                                             ,G MEDIA STUDIOS                                             ,,CLOSED,74082,0,0
,2019-0352,2019-08-02,REVOLUTION (AMERICAN BISTRO)                                ,REVOLUTION (AMERICAN BISTRO)                                ,,CLOSED,961.54,0,0
,2019-0353,2019-08-02,REVOLUTION (AMERICAN BISTRO)                                ,REVOLUTION (AMERICAN BISTRO)                                ,,CLOSED,961.54,0,0
,2019-0354,2019-08-02,MILESTONE DENTAL                                            ,MILESTONE DENTAL                                            ,,CLOSED,4533.4,0,0
,2019-0357,2019-08-05,MILESTONE DENTAL                                            ,MILESTONE DENTAL                                            ,,CLOSED,3404,0,0
,2019-0358,2019-08-05,SEMPER HOME LOANS                                           ,SEMPER HOME LOANS                                           ,,CLOSED,3249.28,0,0
,2019-0359,2019-08-06,KJA BUILDING & REMODELING LLC                               ,KJA BUILDING & REMODELING LLC                               ,,CLOSED,1213.41,0,0
,2019-0362,2019-08-07,NORTH PROVIDENCE URGENT CARE                                ,NORTH PROVIDENCE URGENT CARE                                ,,CLOSED,432,65.43,65.43
,2019-0363,2019-08-07,WINDJAMMERS                                                 ,WINDJAMMERS                                                 ,,CLOSED,80,0,0
,2019-0371,2019-08-12,R DISTEFANO HEATING & COOLING LLC                           ,R DISTEFANO HEATING & COOLING LLC                           ,,CLOSED,640,588.8,588.8
,2019-0373,2019-08-13,SUPREME DAIRY FARMS                                         ,SUPREME DAIRY FARMS                                         ,,CLOSED,487.5,0,0
,2019-0374,2019-08-13,LITTLE CAESARS                                              ,LITTLE CAESARS                                              ,,CLOSED,698.25,808.29,0
,2019-0377,2019-08-15,CFS LOGISTICS LLC                                           ,CFS LOGISTICS LLC                                           ,,CLOSED,782,0,0
,2019-0378,2019-08-15,CHARLESTOWN RATHSKELLER                                     ,CHARLESTOWN RATHSKELLER                                     ,,CLOSED,45,0,0
,2019-0380,2019-08-16,CONNECT AMERICA                                             ,CONNECT AMERICA                                             ,,CLOSED,59.75,68.71,68.71
,2019-0381,2019-08-16,210 OYESTER BAR & GRILL                                     ,210 OYESTER BAR & GRILL                                     ,,CLOSED,121.2,143.7,143.7
,2019-0382,2019-08-16,RI REHABILITATION                                           ,RI REHABILITATION                                           ,,CLOSED,1378.66,1103.56,1103.56
,2019-0383,2019-08-16,PROCLAMATION ALE COMPANY                                    ,PROCLAMATION ALE COMPANY                                    ,,CLOSED,58,48.3,48.3
,2019-0384,2019-08-20,SPORT SYSTEMS CUSTOM BAG CORP                               ,SPORT SYSTEMS CUSTOM BAG CORP                               ,,CLOSED,81019,0,0
,2019-0385,2019-08-20,KORECKY LANDSCAPE LLC                                       ,KORECKY LANDSCAPE LLC                                       ,,CLOSED,419,481.85,900.85
,2019-0390,2019-08-21,TORRE CORPORATION                                           ,TORRE CORPORATION                                           ,,CLOSED,1440,1104,1104
,2019-0391,2019-08-21,PLC GENERAL CARPENTRY LLC                                   ,PLC GENERAL CARPENTRY LLC                                   ,,CLOSED,288,331.2,331.2
,2019-0392,2019-08-21,MAD HATTER BAKERY                                           ,MAD HATTER BAKERY                                           ,,CLOSED,38.5,39.46,39.46
,2019-0393,2019-08-21,REBECCA'S                                                   ,REBECCA'S                                                   ,,CLOSED,984,0,482.25
,2019-0394,2019-08-22,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,462,0,0
,2019-0399,2019-08-23,CUSTOM BUILT                                                ,CUSTOM BUILT                                                ,,CLOSED,1080,0,0
,2019-0395,2019-08-26,STONE SOUP LEADERSHIP INSTITUTE                             ,STONE SOUP LEADERSHIP INSTITUTE                             ,,CLOSED,500,575,575
,2019-0396,2019-08-26,BEST BRAZILIAN HOUSE CLEANING SERVICE                       ,BEST BRAZILIAN HOUSE CLEANING SERVICE                       ,,CLOSED,365,0,0
,2019-0397,2019-08-26,ROUGH AND READY CONSTRUCTION                                ,ROUGH AND READY CONSTRUCTION                                ,,CLOSED,18000,3297.63,0
,2019-0410,2019-08-26,RUSTIC RIDES FARM                                           ,RUSTIC RIDES FARM                                           ,,CLOSED,210,241.5,241.5
,2019-0412,2019-08-26,SAFE HARBOR MARINA CORP LLC                                 ,SAFE HARBOR MARINA CORP LLC                                 ,,CLOSED,120.31,0,0
,2019-0413,2019-08-26,ALLISON REED/A & Z HAYWARD                                  ,ALLISON REED/A & Z HAYWARD                                  ,,CLOSED,75430,0,0
,2019-0414,2019-08-26,M & M CLEANING INC                                          ,M & M CLEANING INC                                          ,,CLOSED,525,603.75,603.75
,2019-0415,2019-08-26,BAYADA                                                      ,BAYADA                                                      ,,CLOSED,72.1,84.53,84.53
